Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
70561,The Gulag Archipelago 1918–1956 (Abridged),Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",Edward E. Ericson Jr.,"=""0060007761""","=""9780060007768""",5,4.33,HarperCollins,Paperback,512,2002,1973,2021/03/08,2021/01/21,philosophy,philosophy (#96),read,,,,1,0
2218102,Maps of Meaning: The Architecture of Belief,Jordan B. Peterson,"Peterson, Jordan B.",,"=""0415922224""","=""9780415922227""",4,4.03,Routledge,Paperback,564,1999,1999,2021/02/01,2021/01/24,philosophy,philosophy (#95),read,,,,1,0
35696171,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",Steven Pinker,"Pinker, Steven",,"=""0525427570""","=""9780525427575""",4,4.20,Viking,Hardcover,576,2018,2018,2021/03/18,2021/02/21,economics,economics (#66),read,,,,1,0
26329,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,"Goleman, Daniel",,"=""055380491X""","=""9780553804911""",0,4.06,Bantam,Hardcover,352,2006,1995,2021/03/03,2021/02/28,economics,economics (#65),read,,,,1,0
52275335,How to Avoid a Climate Disaster: The Solutions We Have and the Breakthroughs We Need,Bill  Gates,"Gates, Bill",,"=""0241448301""","=""9780241448304""",5,4.11,Allen Lane,Hardcover,272,2021,2021,2021/03/14,2021/03/05,economics,economics (#64),read,,,,1,0
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1419729071""","=""9781419729072""",3,4.34,Abrams Press,Hardcover,448,2019,2019,2021/03/10,2021/03/09,economics,economics (#63),read,,,,1,0
15997,Paradise Lost,John Milton,"Milton, John",,"=""0140424393""","=""9780140424393""",0,3.86,Penguin Classics,Paperback,453,2003,1667,,2021/03/14,"to-read, philosophy","to-read (#58), philosophy (#94)",to-read,,,,0,0
942451,Die Pest,Albert Camus,"Camus, Albert",Uli Aumüller,"=""349922500X""","=""9783499225000""",5,4.02,Rowohlt,Paperback,349,1998,1947,2021/03/29,2021/03/15,philosophy,philosophy (#93),read,,,,1,0
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",0,4.35,Sceptre,Hardcover,342,2018,2018,2021/04/10,2021/03/15,economics,economics (#62),read,,,,1,0
45733318,What It Takes: Lessons in the Pursuit of Excellence,Stephen A. Schwarzman,"Schwarzman, Stephen A.",,"=""1508279144""","=""9781508279143""",0,4.14,Simon & Schuster Audio,Audio CD,400,2019,2019,2021/03/31,2021/03/23,economics,economics (#61),read,,,,1,0
16244632,The Judgment and other stories,Franz Kafka,"Kafka, Franz",,"=""""","=""""",0,3.84,,Hardcover,137,2011,1912,,2021/03/23,"to-read, philosophy","to-read (#62), philosophy (#91)",to-read,,,,0,0
12075,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,"Wittgenstein, Ludwig","David Pears, Brian McGuinness, Bertrand Russell","=""0415254086""","=""9780415254083""",0,4.10,Routledge Classics,Paperback,142,2001,1921,,2021/04/23,"to-read, philosophy","to-read (#75), philosophy (#89)",to-read,,,,0,0
25720439,The Essential Hayek (Essential Scholars),Donald J. Boudreaux,"Boudreaux, Donald J.",,"=""""","=""""",0,4.16,The Fraser Institute,Kindle Edition,108,2015,2014,,2021/05/05,"to-read, economics","to-read (#76), economics (#58)",to-read,,,,0,0
29362095,The Fama Portfolio: Selected Papers of Eugene F. Fama,Eugene F. Fama,"Fama, Eugene F.","John H. Cochrane, Tobias J. Moskowitz","=""022642684X""","=""9780226426846""",0,4.72,University of Chicago Press,Hardcover,584,2017,,,2021/05/05,"to-read, economics","to-read (#77), economics (#57)",to-read,,,,0,0
381185,Parmenides,Plato,"Plato, Plato",Keith Whitaker,"=""094105196X""","=""9780941051965""",0,4.01,Focus,Paperback,96,1996,-340,,2021/05/06,"to-read, philosophy","to-read (#78), philosophy (#87)",to-read,,,,0,0
168857,"A Theory of Socialism and Capitalism: Economics, Politics, and Ethics (Ludwig Von Mises Institute's Studies in Austrian Economics)",Hans-Hermann Hoppe,"Hoppe, Hans-Hermann",,"=""0898382793""","=""9780898382792""",0,4.27,Springer,Hardcover,275,1988,1988,,2021/05/09,"to-read, economics","to-read (#81), economics (#56)",to-read,,,,0,0
980031,Democracy: The God That Failed,Hans-Hermann Hoppe,"Hoppe, Hans-Hermann",,"=""0765808684""","=""9780765808684""",0,4.13,Routledge,Paperback,304,2001,2001,,2021/05/09,"to-read, economics","to-read (#82), economics (#55)",to-read,,,,0,0
13517594,End This Depression Now!,Paul Krugman,"Krugman, Paul",,"=""0393088774""","=""9780393088779""",0,3.94,W. W. Norton & Company,Hardcover,259,2012,2012,,2021/05/11,"to-read, economics","to-read (#84), economics (#51)",to-read,,,,0,0
6656,The Divine Comedy: Inferno - Purgatorio - Paradiso,Dante Alighieri,"Alighieri, Dante","Allen Mandelbaum, Eugenio Montale, Peter Armour, Sandro Botticelli","=""0679433139""","=""9780679433132""",5,4.09,Everyman's Library,Hardcover,798,1995,1320,,2020/11/10,philosophy,philosophy (#84),read,,,,1,0
508904,The Mars Project,Wernher von Braun,"Braun, Wernher von",Henry J. White,"=""0252062272""","=""9780252062278""",0,3.75,University of Illinois Press,Paperback,112,1962,1953,,2021/05/10,to-read,to-read (#83),to-read,,,,0,0
50195762,The Human Crisis,Albert Camus,"Camus, Albert",,"=""""","=""""",3,4.38,,Unknown Binding,,1946,,2021/05/10,2021/05/10,philosophy,philosophy (#83),read,,,,1,0
36642458,"Skyward (Skyward, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473217857""","=""9781473217850""",0,4.46,Gollancz,Hardcover,513,2018,2018,,2021/05/08,to-read,to-read (#80),to-read,,,,0,0
57888241,The Essential James Buchanan (Essential Scholars),Donald J. Boudreaux,"Boudreaux, Donald J.",Randall G. Holcombe,"=""0889756384""","=""9780889756380""",5,4.23,Fraser Institute,Kindle Edition,132,2021,,2021/05/06,2021/05/05,economics,economics (#47),read,,,,1,0
8512251,Utilitarianism and Other Essays (Classics),Jeremy Bentham,"Bentham, Jeremy","John Stuart Mill, Alan Ryan","=""""","=""""",0,3.70,,Kindle Edition,359,,1863,,2020/09/08,"to-read, philosophy","to-read (#7), philosophy (#23)",to-read,,,,0,0
54564213,How to Make the World Add Up: Ten Rules for Thinking Differently About Numbers,Tim Harford,"Harford, Tim",,"=""1408712245""","=""9781408712245""",3,4.12,The Bridge Street Press,Hardcover,352,2020,2020,2021/04/26,2021/04/19,,,read,,,,1,0
17986418,Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,"Wheelan, Charles",,"=""039334777X""","=""9780393347777""",4,3.96,W. W. Norton & Company,Paperback,304,2014,2012,2021/04/26,2021/03/23,,,read,,,,1,0
6613404,Anatomy of the State,Murray N. Rothbard,"Rothbard, Murray N.",,"=""1933550481""","=""9781933550480""",5,4.18,Ludwig von Mises Institute,Paperback,60,2009,1974,2021/04/24,2021/04/12,economics,economics (#39),read,,,,1,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",4,4.01,William Morrow,Hardcover,268,2006,2005,2021/04/23,2021/04/10,economics,economics (#40),read,,,,1,0
3028,Economics in One Lesson,Henry Hazlitt,"Hazlitt, Henry",,"=""""","=""""",5,4.16,Three Rivers Press,Paperback,218,1979,1946,2021/04/19,2021/04/16,economics,economics (#37),read,,,,1,0
7864305,Meditationen,René Descartes,"Descartes, René",Christian Wohlers,"=""3787318860""","=""9783787318865""",0,3.73,Meiner Felix Verlag GmbH,Paperback,112,2009,1641,,2021/02/18,"to-read, philosophy","to-read (#53), philosophy (#80)",to-read,,,,0,0
19510,Essays and Aphorisms,Arthur Schopenhauer,"Schopenhauer, Arthur",R.J. Hollingdale,"=""0140442278""","=""9780140442274""",0,4.16,Penguin Classics,Paperback,240,1973,1851,,2021/03/06,"to-read, philosophy","to-read (#56), philosophy (#79)",to-read,,,,0,0
1908955,Action (1893): Essay on a Critique of Life and a Science of Practice,Maurice Blondel,"Blondel, Maurice",Oliva Blanchette,"=""0268021775""","=""9780268021771""",0,4.46,University of Notre Dame Press,Paperback,480,2003,1893,,2021/03/03,"to-read, philosophy","to-read (#54), philosophy (#78)",to-read,,,,0,0
1866160,Aphorismen zur Lebensweisheit,Arthur Schopenhauer,"Schopenhauer, Arthur",,"=""3458319239""","=""9783458319238""",0,4.06,Insel Verlag,Paperback,,1984,1851,,2021/03/06,"to-read, philosophy","to-read (#55), philosophy (#77)",to-read,,,,0,0
46002,Critique of Cynical Reason,Peter Sloterdijk,"Sloterdijk, Peter","Andreas Huyssen, Michael Eldred","=""0816615861""","=""9780816615865""",0,4.23,University of Minnesota Press,Paperback,600,1988,1983,,2021/03/21,"to-read, philosophy","to-read (#59), philosophy (#76)",to-read,,,,0,0
7990341,Liberalismus,Ludwig von Mises,"Mises, Ludwig von",,"=""3883454281""","=""9783883454283""",0,4.17,Academia Verlag,Paperback,175,1993,1927,,2021/03/21,"to-read, economics","to-read (#60), economics (#46)",to-read,,,,0,0
154409,Bureaucracy,Ludwig von Mises,"Mises, Ludwig von",,"=""091088434X""","=""9780910884341""",0,4.24,"Libertarian Press, Inc.",Paperback,137,1996,1944,,2021/03/21,"to-read, economics","to-read (#61), economics (#45)",to-read,,,,0,0
154244,Socialism: An Economic and Sociological Analysis,Ludwig von Mises,"Mises, Ludwig von","Friedrich A. Hayek, J. Kahane","=""0913966630""","=""9780913966631""",0,4.32,Liberty Fund Inc.,Paperback,596,1981,1922,,2021/03/24,"to-read, economics","to-read (#63), economics (#44)",to-read,,,,0,0
154246,The Theory of Money and Credit,Ludwig von Mises,"Mises, Ludwig von",,"=""0913966703""","=""9780913966709""",0,4.20,Liberty Fund,Hardcover,544,1981,1912,,2021/03/24,"to-read, economics","to-read (#64), economics (#43)",to-read,,,,0,0
19506,"The World as Will and Representation, Volume I",Arthur Schopenhauer,"Schopenhauer, Arthur",E.F.J. Payne,"=""0486217612""","=""9780486217611""",0,4.22,Dover Publications,Paperback,534,2000,1818,,2021/03/26,"to-read, philosophy","to-read (#65), philosophy (#75)",to-read,,,,0,0
207897,Martin Heidegger: Between Good and Evil,Rüdiger Safranski,"Safranski, Rüdiger",Ewald Osers,"=""0674387104""","=""9780674387102""",0,3.88,Harvard University Press,Paperback,496,1999,1994,,2021/03/27,"to-read, philosophy","to-read (#66), philosophy (#74)",to-read,,,,0,0
23528921,Efficiently Inefficient: How Smart Money Invests and Market Prices Are Determined,Lasse Heje Pedersen,"Pedersen, Lasse Heje",,"=""0691166196""","=""9780691166193""",0,4.24,Princeton University Press,Hardcover,368,2015,2015,,2021/04/08,"to-read, economics","to-read (#70), economics (#41)",to-read,,,,0,0
51933,Madness and Civilization: A History of Insanity in the Age of Reason,Michel Foucault,"Foucault, Michel",,"=""067972110X""","=""9780679721109""",0,4.08,Vintage,Paperback,299,1988,1961,,2021/04/10,"to-read, philosophy","to-read (#71), philosophy (#72)",to-read,,,,0,0
1875,"The History of Sexuality, Volume 1: An Introduction",Michel Foucault,"Foucault, Michel",Robert Hurley,"=""0679724699""","=""9780679724698""",0,4.02,Vintage,Paperback,176,1990,1976,,2021/04/16,"to-read, philosophy","to-read (#72), philosophy (#70)",to-read,,,,0,0
134798,"Capitalism, Socialism and Democracy",Joseph A. Schumpeter,"Schumpeter, Joseph A.",,"=""0415107628""","=""9780415107624""",0,3.99,Routledge,Paperback,460,1994,1942,,2021/04/18,"to-read, economics","to-read (#73), economics (#33)",to-read,,,,0,0
2064279,Economic Facts and Fallacies,Thomas Sowell,"Sowell, Thomas",,"=""0465003494""","=""9780465003495""",0,4.23,Basic Books,Hardcover,262,2008,2007,,2021/04/18,"to-read, economics","to-read (#74), economics (#32)",to-read,,,,0,0
75831,The Fatal Conceit: The Errors of Socialism,Friedrich A. Hayek,"Hayek, Friedrich A.",W.W. Bartley  III,"=""0226320669""","=""9780226320663""",5,4.22,University of Chicago Press,Paperback,194,1991,1988,2021/04/18,2021/04/12,"economics, philosophy, favourites","economics (#31), philosophy (#69), favourites (#7)",read,,,,1,0
43889703,The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution,Gregory Zuckerman,"Zuckerman, Gregory",,"=""0241309727""","=""9780241309728""",0,4.05,Portfolio Penguin,Paperback,359,2019,2019,2021/04/16,2020/09/29,economics,economics (#30),read,,,,1,0
14706,"Faust, First Part",Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",Peter Salm,"=""0553213482""","=""9780553213485""",0,3.83,Bantam Classics,Paperback,327,1988,1808,,2021/04/08,,,read,,,,1,0
4556058,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""1423101472""","=""9781423101475""",0,4.55,Disney-Hyperion Books,Hardcover,381,2009,2009,2021/04/07,2021/04/07,,,read,,,,1,0
2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""1423101464""","=""9781423101468""",0,4.42,Hyperion Books for Children,Hardcover,361,2008,2008,2021/04/07,2021/04/07,,,read,,,,1,0
561456,"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,4.37,Puffin Books,Kindle Edition,352,2007,2007,2021/04/07,2021/04/07,,,read,,,,1,0
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""0786856866""","=""9780786856862""",0,4.24,Hyperion Books,Hardcover,279,2006,2006,2021/04/07,2021/04/07,,,read,,,,1,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""0786838655""","=""9780786838653""",0,4.31,Disney Hyperion Books,Paperback,377,2006,2005,2021/04/07,2021/04/07,,,read,,,,1,0
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti","=""""","=""""",0,3.89,Signet Classics,Paperback,118,2002,1895,,2021/03/31,,,read,,,,1,0
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""""","=""""",0,3.91,Penguin Books,Paperback,1023,2003,1615,,2021/03/30,to-read,to-read (#69),to-read,,,,0,0
36236124,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393355942""","=""9780393355949""",0,4.18,W. W. Norton & Company,Paperback,224,2018,1996,,2021/03/30,to-read,to-read (#68),to-read,,,,0,0
53416865,"QualityLand 2.0 (QualityLand, #2)",Marc-Uwe Kling,"Kling, Marc-Uwe",,"=""""","=""""",4,4.19,Ullstein Verlag,Hardcover,427,2020,2020,2021/03/29,2021/03/29,,,read,,,,1,0
10452269,"Das Känguru-Manifest (Die Känguru-Chroniken, #2)",Marc-Uwe Kling,"Kling, Marc-Uwe",,"=""3548373836""","=""9783548373836""",0,4.50,Ullstein,Paperback,302,2011,2011,2018/01/01,2021/03/29,,,read,,,,1,0
6392654,"Die Känguru-Chroniken (Die Känguru-Chroniken, #1)",Marc-Uwe Kling,"Kling, Marc-Uwe",,"=""""","=""9783548372570""",0,4.33,Ullstein,Paperback,271,2009,2009,2018/01/01,2021/03/29,,,read,,,,1,0
36216607,"QualityLand (QualityLand, #1)",Marc-Uwe Kling,"Kling, Marc-Uwe",,"=""3550050232""","=""9783550050237""",5,4.11,Ullstein,Hardcover,384,2018,2017,2021/03/29,2021/03/28,,,read,,,,1,0
18966806,"Morning Star (Red Rising Saga, #3)",Pierce Brown,"Brown, Pierce",,"=""0345539842""","=""9780345539847""",0,4.55,Del Rey,Hardcover,525,2016,2016,,2021/03/28,to-read,to-read (#67),to-read,,,,0,0
59151,Chess Story,Stefan Zweig,"Zweig, Stefan","Peter Gay, Joel Rotenberg, Стефан Цвайг","=""1590171691""","=""9781590171691""",5,4.26,NYRB Classics,Paperback,104,2005,1942,2021/03/27,2021/03/23,,,read,,,,1,0
48983956,Vigil: Hong Kong on the Brink (Columbia Global Reports),Jeffrey N. Wasserstrom,"Wasserstrom, Jeffrey N.",,"=""1733623744""","=""9781733623742""",4,3.92,Columbia Global Reports,Paperback,112,2020,2020,2021/03/27,2021/03/22,economics,economics (#28),read,,,,1,0
52048198,China: The Bubble That Never Pops,Thomas Orlik,"Orlik, Thomas",,"=""0190877405""","=""9780190877408""",4,4.07,"Oxford University Press, USA",Hardcover,240,2020,,2021/03/26,2021/03/22,economics,economics (#27),read,,,,1,0
34272471,"Altered Traits: Science Reveals How Meditation Changes Your Mind, Brain, and Body",Daniel Goleman,"Goleman, Daniel",Richard J. Davidson,"=""0399184384""","=""9780399184383""",4,3.90,Avery,Hardcover,336,2017,2017,2021/03/23,2020/12/20,,,read,,,,1,0
51877,Capitalism and Freedom,Milton Friedman,"Friedman, Milton",,"=""0226264211""","=""9780226264219""",5,3.90,University of Chicago Press,Paperback,208,2002,1962,2020/06/08,2020/06/08,"economics, philosophy, favourites","economics (#8), philosophy (#13), favourites (#6)",read,,,,1,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Barry Fox, Irina Henegar","=""0316010669""","=""9780316010665""",3,3.96,Back Bay Books,Paperback,296,2007,2005,2021/03/20,2021/02/09,,,read,,,,1,0
66354,Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,"=""""","=""""",4,4.11,Harper Perennial,Paperback,303,1990,1990,2021/03/15,2020/04/07,,,read,,,,1,0
25663961,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,Michael Greger,"Greger, Michael",Gene  Stone,"=""1250066115""","=""9781250066114""",5,4.41,Flatiron Books,Hardcover,576,2015,2015,2020/11/03,2020/09/29,,,read,,,,1,0
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Silvia Cecchini, Domenico Ciampoli","=""""","=""""",0,4.07,Penguin Books,Paperback,327,1978,1883,,2020/11/10,"philosophy, to-read","philosophy (#26), to-read (#57)",to-read,,,,0,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""0152023984""","=""9780152023980""",4,4.33,"Harcourt, Inc.",Hardcover,96,2000,1943,,2020/06/09,philosophy,philosophy (#17),read,,,,1,0
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",,"=""0141439602""","=""9780141439600""",3,3.88,Penguin Books,Paperback,489,2003,1859,2021/02/25,2020/06/09,,,read,,,,1,0
53052177,"Cynical Theories: How Activist Scholarship Made Everything about Race, Gender, and Identity—and Why This Harms Everybody",Helen Pluckrose,"Pluckrose, Helen",James   Lindsay,"=""1634312023""","=""9781634312028""",4,4.10,Pitchstone Publishing,Hardcover,348,2020,2020,2021/02/21,2021/01/21,economics,economics (#25),read,,,,1,0
21119,The Ethics of Ambiguity,Simone de Beauvoir,"Beauvoir, Simone de",Bernard Frechtman,"=""080650160X""","=""9780806501604""",1,4.17,Citadel,Paperback,162,2000,1947,2020/09/05,2020/08/24,philosophy,philosophy (#8),read,,,,1,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",4,4.37,Beacon Press,Paperback,165,2006,1946,2021/02/16,2020/12/01,philosophy,philosophy (#67),read,,,,1,0
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",3,4.21,Harper Business,Paperback,320,2006,1984,2021/02/09,2020/11/19,economics,economics (#24),read,,,,1,0
43621841,"The Little Book of Stoicism: Timeless Wisdom to Gain Resilience, Confidence, and Calmness",Jonas Salzgeber,"Salzgeber, Jonas",,"=""3952506915""","=""9783952506912""",0,4.19,Self-published,Kindle Edition,287,2019,2019,,2020/12/08,"to-read, philosophy","to-read (#41), philosophy (#64)",to-read,,,,0,0
51985,Existentialism is a Humanism,Jean-Paul Sartre,"Sartre, Jean-Paul","Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber","=""0300115466""","=""9780300115468""",0,3.98,Yale University Press,Paperback,122,2007,1946,,2020/12/05,"to-read, philosophy","to-read (#40), philosophy (#63)",to-read,,,,0,0
479356,Ecce Homo,Friedrich Nietzsche,"Nietzsche, Friedrich","R.J. Hollingdale, Michael Tanner","=""0140445153""","=""9780140445152""",0,3.81,Penguin,Paperback,144,1992,1908,,2020/12/13,"to-read, philosophy","to-read (#2), philosophy (#62)",to-read,,,,0,0
1044658,The Constitution of Liberty,Friedrich A. Hayek,"Hayek, Friedrich A.",,"=""0226320847""","=""9780226320847""",0,4.16,University Of Chicago Press,Paperback,580,1978,1960,,2021/01/01,"to-read, economics, philosophy","to-read (#48), economics (#26), philosophy (#61)",to-read,,,,0,0
19083,Politics,Aristotle,"Aristotle, Aristotle",Benjamin Jowett,"=""0486414248""","=""9780486414249""",0,3.98,Dover Publications,Paperback,368,2000,-350,,2021/01/15,"to-read, philosophy","to-read (#49), philosophy (#60)",to-read,,,,0,0
19068,The Nicomachean Ethics,Aristotle,"Aristotle, Aristotle","Hugh Tredennick, J.A.K. Thomson, Jonathan Barnes","=""0140449493""","=""9780140449495""",0,4.00,Penguin Classics,Paperback,329,2004,-350,,2021/01/15,"to-read, philosophy","to-read (#50), philosophy (#59)",to-read,,,,0,0
208036,Metaphysics,Aristotle,"Aristotle, Aristotle","Joe Sachs, Michael Levine","=""1888009039""","=""9781888009033""",0,4.07,Green Lion Press,Paperback,365,1999,-330,,2021/01/15,"to-read, philosophy","to-read (#51), philosophy (#58)",to-read,,,,0,0
12073,Philosophical Investigations,Ludwig Wittgenstein,"Wittgenstein, Ludwig",G.E.M. Anscombe,"=""0631231277""","=""9780631231271""",0,4.26,"Blackwell Publishing, Inc.",Hardcover,246,2001,1953,,2021/01/22,"to-read, philosophy","to-read (#52), philosophy (#57)",to-read,,,,0,0
18966819,"Golden Son (Red Rising Saga, #2)",Pierce Brown,"Brown, Pierce",,"=""0345539826""","=""9780345539823""",0,4.50,Del Rey,ebook,466,2015,2015,2021/01/31,2021/01/14,,,read,,,,1,0
48890486,Breath: The New Science of a Lost Art,James Nestor,"Nestor, James",,"=""0735213615""","=""9780735213616""",0,4.14,Riverhead Books,Hardcover,280,2020,2020,2021/01/22,2020/09/29,,,read,,,,1,0
1420,Hamlet,William Shakespeare,"Shakespeare, William","Harold Bloom, Rex Gibson, Israel Gollancz, Henry Norman Hudson, L.A. Sherman, Max J. Herzberg","=""0521618746""","=""9780521618748""",0,4.03,Cambridge University Press,Paperback,289,2005,1601,2021/01/18,2020/09/22,,,read,,,,1,0
30289,The Republic,Plato,"Plato, Plato",Desmond Lee,"=""0140449140""","=""9780140449143""",0,3.97,Penguin Classics,Paperback,416,2003,-400,2021/01/15,2020/09/18,philosophy,philosophy (#36),read,,,,1,0
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""0345539788""","=""9780345539786""",0,4.27,Del Rey,Hardcover,382,2014,2014,2021/01/11,2020/10/01,,,read,,,,1,0
18254,Oliver Twist,Charles Dickens,"Dickens, Charles",Philip Horne,"=""""","=""""",1,3.88,Penguin Books,Paperback,608,2003,1838,2020/06/08,2020/06/08,,,read,,,,2,0
705790,Die Leiden des jungen Werther,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",Ernst Beutler,"=""""","=""9783150000670""",3,3.70,Reclam,Paperback,165,2017,1774,,2020/09/15,,,read,,,,1,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",5,4.33,Penguin Classics,Paperback,1276,2003,1844,2020/01/01,2020/10/23,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439139597""","=""9780439139595""",4,4.57,Scholastic,Paperback,734,2002,2000,,2020/04/07,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,,2020/12/30,,,read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.58,Scholastic Inc.,Mass Market Paperback,547,2004,1999,,2020/12/30,,,read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2020/12/30,,,read,,,,1,0
36510196,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""""","=""""",0,4.23,Tor Books,Kindle Edition,318,2007,2005,,2020/12/29,to-read,to-read (#46),to-read,,,,0,0
25942786,The Mind Illuminated: A Complete Meditation Guide Integrating Buddhist Wisdom and Brain Science,Culadasa (John Charles Yates),"Yates), Culadasa (John Charles","John Charles Yates, Matthew Immergut, Jeremy Graves","=""0990847705""","=""9780990847700""",5,4.26,Dharma Treasure Press,Paperback,504,2015,2015,2020/11/26,2020/10/12,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",5,3.93,Scribner,Paperback,180,1925,1925,2018/06/01,2020/04/07,favourites,favourites (#5),read,,,,2,0
64582,Chaos: Making a New Science,James Gleick,"Gleick, James",,"=""0140092501""","=""9780140092509""",0,4.03,Penguin Group,Paperback,352,1988,1987,,2020/12/21,to-read,to-read (#45),to-read,,,,0,0
10799,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",,"=""0099910101""","=""9780099910107""",0,3.82,Arrow Books,Paperback,293,2004,1929,,2020/12/19,to-read,to-read (#44),to-read,,,,0,0
30553,The Road to Wigan Pier,George Orwell,"Orwell, George",Richard Hoggart,"=""""","=""""",0,3.91,Penguin Classics,Paperback,215,2001,1937,,2020/12/19,to-read,to-read (#43),to-read,,,,0,0
18304,The Anti-Christ,Friedrich Nietzsche,"Nietzsche, Friedrich",,"=""1421270536""","=""9781421270531""",5,3.88,Adamant Media Corporation,Paperback,126,2002,1888,2020/12/16,2020/11/13,philosophy,philosophy (#35),read,,,,1,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",3,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,2020/12/11,2020/11/15,economics,economics (#20),read,,,,1,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler","=""""","=""""",0,4.20,Bantam,Mass Market Paperback,283,1993,1947,,2020/12/11,to-read,to-read (#42),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",5,4.33,Vintage,Paperback,512,2015,2011,2020/12/08,2020/04/07,,,read,,,,1,0
